"texto_pregunta",tema_id,"opciones",indices_correctos,"explicacion",dificultad
"Si el computador A tarda 10 segundos en ejecutar un programa mientras que el computador B tarda 15 segundos, ¿cuál es la mejora de prestaciones del computador A sobre el B?",1,"[""1.5 veces"", ""50%"", ""0.67 veces""]",0,"El speedup se calcula como Tiempo_B/Tiempo_A = 15/10 = 1.5. Esto significa que el computador A es 1.5 veces más rápido que el B.",dificil
"Según la Ley de Amdahl, si mejoramos una parte del sistema que consume el 40% del tiempo total haciéndola 5 veces más rápida, ¿qué speedup máximo obtendremos?",1,"[""1.47"", ""1.67"", ""2.5""]",0,"Aplicando la Ley de Amdahl: Speedup = 1/((1-0.4)+(0.4/5)) = 1/(0.6+0.08) = 1/0.68 = 1.47.",dificil
"En un sistema con un CPI de 2.5 y una frecuencia de reloj de 3 GHz, ¿cuál será el tiempo de ejecución en segundos de un programa con 6×10^9 instrucciones?",1,"[""5 segundos"", ""7.5 segundos"", ""3.33 segundos""]",0,"Utilizando la fórmula Tej = NI × CPI × Tc, donde Tc = 1/Freq, tenemos: Tej = 6×10^9 × 2.5 × (1/3×10^9) = 5 segundos.",dificil
"Un programa ejecuta 30% de instrucciones de ALU (1 ciclo), 25% de cargas (2 ciclos), 15% de almacenamientos (2 ciclos), 20% de saltos (3 ciclos) y 10% de operaciones en punto flotante (4 ciclos). Si optimizamos las instrucciones de punto flotante para que se ejecuten en 2 ciclos, ¿cuál será el nuevo CPI?",1,"[""1.95"", ""2.1"", ""2.15""]",0,"CPI original = 0.3×1 + 0.25×2 + 0.15×2 + 0.2×3 + 0.1×4 = 2.15. CPI optimizado = 0.3×1 + 0.25×2 + 0.15×2 + 0.2×3 + 0.1×2 = 1.95.",dificil
"Si un computador A ejecuta un programa en 15 segundos con una frecuencia de 2 GHz y el computador B lo ejecuta en 10 segundos con una frecuencia de 3 GHz, ¿cuál de ellos tiene menor CPI asumiendo el mismo número de instrucciones?",1,"[""Computador A"", ""Computador B"", ""Ambos tienen el mismo CPI""]",0,"CPI_A = T_A/(NI×T_c_A) = 15/(NI×0.5×10^-9). CPI_B = T_B/(NI×T_c_B) = 10/(NI×0.33×10^-9). Si simplificamos y comparamos: CPI_A/CPI_B = (15×0.33)/(10×0.5) = 0.99. Como el ratio es menor que 1, el Computador A tiene menor CPI.",dificil
"Si normalizamos los tiempos de ejecución de un sistema respecto a una máquina de referencia y obtenemos valores de 0.8 y 1.2 para dos aplicaciones, ¿cuál es la media geométrica de estos valores?",1,"[""0.98"", ""1.0"", ""0.96""]",0,"Media geométrica = √(0.8×1.2) = √0.96 = 0.98.",dificil
"Si un programa ejecuta 10^9 instrucciones en un procesador de 2 GHz con un CPI de 1.8, ¿cuántos MIPS alcanza?",1,"[""1111.11 MIPS"", ""1800 MIPS"", ""2000 MIPS""]",0,"MIPS = Frecuencia(MHz)/CPI = 2000/1.8 = 1111.11 MIPS.",dificil
"Un programa ejecuta 10^9 instrucciones. El 40% son de ALU, 30% de memoria, 25% de saltos y 5% de punto flotante. Si las instrucciones de ALU tardan 1 ciclo, las de memoria 3 ciclos, las de saltos 2 ciclos y las de punto flotante 4 ciclos, ¿cuál es el tiempo de ejecución con un reloj de 2 GHz?",1,"[""1.05 segundos"", ""0.95 segundos"", ""1.25 segundos""]",0,"CPI = 0.4×1 + 0.3×3 + 0.25×2 + 0.05×4 = 2.1. Tiempo = NI × CPI × Tc = 10^9 × 2.1 × (1/2×10^9) = 1.05 segundos.",dificil
"En un sistema donde el 60% del tiempo se dedica a operaciones de E/S y optimizamos la CPU (que consume el 40% restante) para que sea 4 veces más rápida, ¿cuál es el speedup máximo según la Ley de Amdahl?",1,"[""1.43"", ""1.25"", ""1.66""]",0,"Speedup = 1/((1-0.4)+(0.4/4)) = 1/(0.6+0.1) = 1/0.7 = 1.43.",dificil
"Si un programa tiene un tiempo de ejecución de 100 segundos, de los cuales el 40% se dedica a multiplicaciones, y desarrollamos un nuevo hardware que acelera las multiplicaciones 5 veces, ¿cuál será el nuevo tiempo de ejecución?",1,"[""68 segundos"", ""72 segundos"", ""80 segundos""]",0,"Tiempo original = 100s. Tiempo de multiplicaciones = 40s. Tiempo del resto = 60s. Nuevo tiempo de multiplicaciones = 40/5 = 8s. Nuevo tiempo total = 60 + 8 = 68s.",dificil
