"texto_pregunta",tema_id,"opciones",indices_correctos,"explicacion",dificultad
"En un procesador segmentado con 5 etapas y una sobrecarga de 5 u.t. por etapa, si el tiempo de ciclo en un procesador monociclo es de 260 u.t., ¿cuál es la eficiencia de la segmentación?",2,"[""0.7"", ""0.8"", ""0.9""]",1,"La eficiencia se calcula como: (Incremento real de velocidad)/(Incremento ideal de velocidad). El incremento ideal sería 5 (número de etapas), mientras que el incremento real es 260/65 = 4 (tiempo monociclo/tiempo segmentado con sobrecarga). Por lo tanto, la eficiencia es 4/5 = 0.8.",dificil
"¿Cuál es la principal ventaja de la segmentación en términos de rendimiento?",2,"[""Reduce el tiempo de ejecución de cada instrucción individual"", ""Incrementa la productividad (throughput) de instrucciones"", ""Elimina la necesidad de ciclos de reloj""]",1,"La segmentación no reduce el tiempo de ejecución de cada instrucción individual, sino que incrementa la productividad (throughput) al permitir que múltiples instrucciones estén en proceso simultáneamente en diferentes etapas. De hecho, puede incrementar ligeramente el tiempo de cada instrucción debido a la sobrecarga de la segmentación.",dificil
"Si tenemos un procesador segmentado con 5 etapas y ejecutamos 100 instrucciones, ¿cuántos ciclos se necesitarán en el caso ideal (sin riesgos ni paradas)?",2,"[""100 ciclos"", ""104 ciclos"", ""500 ciclos""]",1,"En un procesador segmentado ideal, se necesitan n + (k-1) ciclos para ejecutar n instrucciones, donde k es el número de etapas. En este caso, 100 + (5-1) = 104 ciclos.",dificil
"En la arquitectura DLX, ¿qué diferencia hay con MIPS respecto a las instrucciones de salto condicional?",2,"[""DLX utiliza instrucciones explícitas de comparación seguidas de saltos"", ""MIPS usa 'blt' mientras que DLX usa 'slt' seguido de 'beqz'"", ""No hay diferencias significativas entre ambas arquitecturas""]",1,"En MIPS se usa 'blt' (branch if less than) directamente, mientras que en DLX primero se usa 'slt' (set if less than) para la comparación, seguido de 'beqz' o 'bnez' para el salto basado en el resultado de la comparación.",dificil
"¿Cuál de los siguientes NO es un tipo de riesgo en los procesadores segmentados?",2,"[""Riesgos estructurales"", ""Riesgos de paradigma"", ""Riesgos de control""]",1,"Los tres tipos principales de riesgos en procesadores segmentados son: estructurales (conflicto de recursos), de datos (dependencias de datos) y de control (debido a saltos). Los 'riesgos de paradigma' no existen como categoría estándar.",dificil
"Si un 30% de las instrucciones son cargas, y la mitad de estas son seguidas por instrucciones que dependen del resultado, ¿cuál será el CPI efectivo en un procesador DLX segmentado con detenciones para resolver riesgos de datos?",2,"[""1.15"", ""1.3"", ""1.45""]",1,"Para las instrucciones que siguen a una carga y dependen de ella, se necesitan 2 ciclos de parada. Esto ocurre en el 30% × 0.5 = 15% de las instrucciones. El CPI se calcula como: 1 + (0.15 × 2) = 1 + 0.3 = 1.3.",dificil
"¿Qué tipo de riesgo se produce cuando dos instrucciones necesitan usar el mismo recurso hardware simultáneamente?",2,"[""Riesgo de datos"", ""Riesgo estructural"", ""Riesgo de control""]",1,"Un riesgo estructural ocurre cuando dos o más instrucciones intentan usar el mismo recurso hardware al mismo tiempo. Por ejemplo, si ambas necesitan acceder a la memoria o al banco de registros simultáneamente.",dificil
"En un procesador DLX segmentado, ¿en qué etapa se realiza la detección de dependencias de datos?",2,"[""EX (Ejecución)"", ""ID (Decodificación de Instrucción)"", ""MEM (Acceso a Memoria)""]",1,"La detección de dependencias de datos se realiza en la etapa ID (Decodificación de Instrucción), ya que en esta etapa se leen los registros y se puede determinar si existe una dependencia con instrucciones previas que aún no han completado su ejecución.",dificil
"¿Qué técnica se utiliza para resolver los riesgos de datos tipo RAW (Read After Write) en hardware?",2,"[""Reordenación de instrucciones"", ""Inserción de ciclos de parada"", ""Renombramiento de registros""]",1,"Para resolver los riesgos RAW, donde una instrucción necesita leer un dato que aún no ha sido escrito por una instrucción previa, se insertan ciclos de parada (stalls) hasta que el dato esté disponible. Otras técnicas avanzadas incluyen adelantamiento (forwarding), pero la solución básica son las paradas.",dificil
"En DLX, ¿qué tipo de riesgo de datos NO puede ocurrir debido a la organización del cauce de 5 etapas?",2,"[""RAW (Read After Write)"", ""WAR (Write After Read)"", ""WAW (Write After Write)""]",1,"Los riesgos WAR (Write After Read) no pueden ocurrir en el DLX básico porque todas las lecturas de registros se realizan en la etapa ID y todas las escrituras en WB. Esto garantiza que una instrucción posterior nunca escribirá un registro antes de que una instrucción anterior lo lea.",dificil
