texto_pregunta,tema_id,opciones,indices_correctos,explicacion,dificultad
"En el sistema de ficheros Unix, ¿qué ocurre cuando se elimina una entrada de un directorio y no hay ningún registro previo?",4,"[""El registro se marca como libre utilizando un número de nodo-i inválido (habitualmente, 0)"", ""El espacio que queda libre se añade al registro que hay justo después""]",0,"Según el texto, cuando se borra una entrada y no hay registro previo, el registro se marca como libre utilizando un número de nodo-i inválido (habitualmente 0). Si hay un registro previo, se añade el espacio libre a ese registro anterior.",dificil
"En la implementación de ficheros mediante nodos-i en Unix, ¿cuál es el número máximo aproximado de bloques de datos de 1 KiB que puede tener un fichero con direcciones de disco de 4 bytes?",4,"[""Aproximadamente 16 millones de bloques (16 GiB)"", ""Aproximadamente 4 millones de bloques (4 GiB)""]",0,"Según el texto, con 10 bloques directos, un BSI (256 bloques), un BDI (256×256=65536 bloques) y un BTI (256×256×256=16777216 bloques), un fichero puede tener hasta 10+256+65536+16777216=16843018 bloques, que es aproximadamente 16 millones de bloques o 16 GiB.",dificil
"En la implementación mediante lista ligada e índice (como FAT), ¿qué valor se usa habitualmente para marcar el final de la lista?",4,"[""Un número de bloque reservado distinto de cero, como 0xFFFFFFFF"", ""El número de bloque 0, que se considera inválido""]",1,"En el ejemplo de la asignación mediante lista ligada e índice (figura 4.6), el final de la lista se marca con un 0, que no se considera un número de bloque válido en ese ejemplo.",dificil
"¿Cuál es la principal desventaja de mantener los nodos-i en disco en la implementación de ficheros mediante nodos-i?",4,"[""La complejidad de la estructura de datos y el coste de mantener copias redundantes de los nodos-i"", ""La inmensa mayoría de los ficheros son pequeños y el nodo-i guardaría unas pocas direcciones de disco, estando el resto del bloque vacío""]",1,"Según el texto, ""la inmensa mayoría de los ficheros son pequeños (incluso hay ficheros vacíos) y el nodo-i guardaría unas pocas direcciones de disco, estando el resto del bloque vacío"".",dificil
"En la asignación mediante lista ligada de bloques, ¿cuál es el principal inconveniente relacionado con el tamaño útil de los bloques?",4,"[""El menor aprovechamiento del espacio en disco debido a la fragmentación interna"", ""El tamaño del espacio para almacenamiento de datos en un bloque ya no es potencia de dos, lo que complica las operaciones de lectura y escritura""]",1,"Según el texto, un inconveniente importante de la asignación mediante lista ligada es que ""el tamaño del espacio para almacenamiento de datos en un bloque ya no es potencia de dos, puesto que el apuntador ocupa algunos bytes"", lo que complica las operaciones de lectura/escritura de tamaño potencia de 2.",dificil
"En los sistemas de ficheros modernos, ¿qué estructura se utiliza principalmente para registrar los bloques libres en disco?",4,"[""Lista ligada de bloques libres"", ""Mapa de bits""]",1,"El texto menciona que la técnica más utilizada en la práctica es el mapa de bits, utilizado en sistemas de ficheros como Ext2, Ext3, Ext4 y NTFS, principalmente porque suele ocupar menos espacio y facilita la búsqueda de bloques libres consecutivos.",dificil
"¿Qué ocurre en Unix si se intenta crear un enlace físico (hard link) a un fichero en un sistema de ficheros distinto al del enlace?",4,"[""Se crea automáticamente un enlace simbólico en su lugar"", ""No se permite la operación""]",1,"Según el texto, Unix ""no permite crear un enlace físico a un fichero en un sistema de ficheros distinto al suyo, pero sí permite crear un enlace simbólico"".",dificil
"¿Cuál de las siguientes operaciones sobre directorios NO es proporcionada directamente por el sistema operativo a los programas de usuario?",4,"[""writedir (escribir directorio)"", ""readdir (leer directorio)""]",0,"Según el texto, no existe una operación writedir para cambiar el contenido de un directorio. En su lugar, las modificaciones se hacen indirectamente a través de otras llamadas al sistema que crean, borran o renombran ficheros o directorios.",dificil
"En la implementación mediante nodos-i, ¿dónde se almacenan típicamente los atributos de un fichero en Unix?",4,"[""En una estructura de datos separada referenciada desde la entrada de directorio"", ""En el propio nodo-i del fichero""]",1,"Según la figura 4.8 y el texto, el nodo-i en Unix guarda no solo las direcciones de disco sino también los atributos del fichero correspondiente.",dificil
"En Unix, ¿qué sucede con un bloque de metadatos modificado que se encuentra en la caché de disco?",4,"[""Se escribe en disco a los 30 segundos o antes"", ""Se escribe en disco a los 5 segundos o antes""]",1,"Según el texto, en Unix, los bloques de metadatos (aquellos importantes para la consistencia del sistema de ficheros) se escriben en disco a los 5 segundos o antes, mientras que los bloques de datos se escriben a los 30 segundos o antes.",dificil
"¿Cuál es la principal ventaja del mapa de bits sobre la lista ligada como método para registrar bloques libres?",4,"[""El mapa de bits ocupa menos espacio en disco cuando el disco está casi vacío"", ""El mapa de bits permite buscar de forma sencilla grupos de bloques libres consecutivos en disco""]",1,"El texto menciona que una de las ventajas del mapa de bits es que ""permite buscar de forma sencilla grupos de bloques libres consecutivos en disco"", lo cual es importante para el rendimiento ya que leer o escribir bloques consecutivos es más eficiente.",dificil
"En la implementación de ficheros mediante nodos-i, ¿qué se guarda en un bloque doblemente indirecto (BDI)?",4,"[""Direcciones de bloques triplemente indirectos"", ""Direcciones de bloques simplemente indirectos""]",1,"Según la descripción de la estructura de nodos-i, un bloque doblemente indirecto (BDI) contiene direcciones de bloques simplemente indirectos (BSI), que a su vez contienen direcciones de bloques de datos.",dificil
"En Unix, si un directorio tiene registros con espacio libre suficiente para crear una nueva entrada, ¿qué sucede?",4,"[""Se añade un nuevo bloque de datos al directorio para alojar la nueva entrada"", ""Se divide un registro existente en dos: uno para la entrada que ya existe y otro para la nueva entrada""]",1,"Según el texto, ""si ahora se crea un fichero, el sistema de ficheros buscará un registro con suficiente espacio libre para crear un nuevo registro, dividiendo el registro existente en dos: uno para la entrada que ya existe y otro para la nueva entrada"".",dificil
"¿Cuál de las siguientes afirmaciones sobre el campo 'longitud del registro' en las entradas de directorio de Unix es correcta?",4,"[""Permite optimizar el espacio utilizado haciendo que todas las entradas tengan un tamaño fijo"", ""Permite tener registros más grandes de lo estrictamente necesario, lo que facilita las operaciones de renombrado sin tener que mover registros""]",1,"El texto explica que el campo con la longitud del registro permite tener registros más grandes de lo estrictamente necesario, lo que facilita operaciones como renombrar entradas sin tener que cambiar el tamaño del registro y, por tanto, sin tener que borrar, crear y copiar registros.",dificil
"En los sistemas de ficheros modernos, ¿cuál es la principal limitación de la asignación adyacente o contigua de ficheros?",4,"[""La fragmentación externa y la dificultad de implementación eficiente si no se conoce el tamaño máximo del fichero de antemano"", ""La necesidad de mantener tablas de asignación en memoria principal que ocupan mucho espacio""]",0,"Según el texto, la asignación contigua presenta dos inconvenientes principales: no es realizable de manera eficiente a menos que se conozca el tamaño máximo del fichero de antemano (lo que rara vez ocurre), y sufre de fragmentación externa cuando el espacio libre está en huecos pequeños dispersos.",dificil
"¿Qué información contiene una entrada de directorio en un sistema Unix moderno con soporte para nombres largos?",4,"[""Número de nodo-i, longitud del registro, longitud del nombre, tipo de entrada y nombre del fichero"", ""Nombre y extensión del fichero, atributos, fecha de modificación, hora de modificación y tamaño del fichero""]",0,"Según la figura 4.11, una entrada de directorio en Unix moderno contiene el número de nodo-i, la longitud del registro, la longitud del nombre, el tipo de la entrada y el nombre del fichero.",dificil
"En el contexto de la caché de disco, ¿qué modificación se hace al algoritmo LRU para mantener la consistencia del sistema de ficheros?",4,"[""Los bloques recién usados que probablemente no se volverán a utilizar pronto pasan directamente al final de la lista LRU, y los bloques esenciales para la consistencia se escriben en disco lo antes posible"", ""Todos los bloques modificados se escriben inmediatamente en disco sin importar su importancia para la consistencia""]",0,"Según el texto, el LRU modificado tiene en cuenta que los bloques que probablemente no se volverán a utilizar pronto pasan al final de la lista, y los bloques esenciales para la consistencia del sistema de ficheros se escriben en disco lo antes posible, independientemente de su posición en la lista LRU.",dificil
"¿Cuál es la principal ventaja de tener bloques lógicos grandes en un sistema de ficheros?",4,"[""Mayor tasa de transferencia en las operaciones de lectura/escritura en disco"", ""Menor fragmentación interna en los ficheros pequeños""]",0,"Según el texto, los bloques lógicos grandes proporcionan tasas de transferencia altas en las lecturas/escrituras de disco, aunque a costa de una mayor fragmentación interna.",dificil
"¿Qué ocurre cuando un registro de directorio en Unix no puede almacenarse completamente en un bloque debido a su tamaño?",4,"[""El registro se divide en partes que se almacenan en bloques consecutivos"", ""Un registro no puede atravesar la frontera entre bloques, por lo que se almacena en un nuevo bloque completo""]",1,"El texto indica que ""un aspecto a tener en cuenta es que un registro solo puede estar en un bloque, es decir, un registro no puede atravesar la frontera entre bloques"".",dificil
"En la resolución de rutas en Unix, ¿qué se hace con los directorios '.' y '..'?",4,"[""Reciben un tratamiento especial usando punteros internos para evitar accesos a disco"", ""Se buscan como cualquier otro nombre, ya que existen entradas reales para ellos""]",1,"Según el texto, ""los directorios '.' y '..' no tienen tratamiento especial, se buscan como cualquier otro nombre, ya que existen entradas reales para ellos"".",dificil
"¿Cuál es la principal ventaja de la asignación mediante nodos-i frente a la lista ligada con índice?",4,"[""Menor uso de memoria principal para ficheros grandes"", ""Mayor flexibilidad en la gestión de permisos y atributos de ficheros""]",0,"Según el ejemplo del texto, para un fichero de 16 GiB, el método de lista ligada con índice necesitaría un índice en memoria de más de 64 MiB, mientras que con nodos-i solo se necesita mantener en memoria el nodo-i mientras el fichero está abierto, independientemente del tamaño del fichero.",dificil
"En Unix, ¿qué sucede con el espacio de un directorio recién creado?",4,"[""Se deja completamente vacío hasta que se creen ficheros en él"", ""El registro asociado a la entrada '.' ocupa todo el espacio que queda tras crear la entrada '..'""]",1,"Según el texto, cuando se crea un directorio, este no está totalmente vacío sino que tiene las entradas '.' y '..' y ""el registro asociado a la entrada '.' ocupa todo el espacio que queda tras crear la entrada '..'"".",dificil
"En el contexto de sistemas de ficheros, ¿qué es la fragmentación externa?",4,"[""El espacio desperdiciado en el último bloque de un fichero por no estar completamente lleno"", ""La situación donde hay suficiente espacio libre total, pero disperso en huecos pequeños que no pueden utilizarse eficientemente""]",1,"Según el texto, la fragmentación externa surge ""cuando hay bloques libres que no se pueden ocupar por no estar en huecos suficientemente grandes"", es decir, el espacio libre está fragmentado en huecos pequeños.",dificil
