texto_pregunta,tema_id,opciones,indices_correctos,explicacion,dificultad
"¿Qué función principal cumple un manejador de interrupciones en el sistema de E/S?",6,"[""Oculta las interrupciones para que los procesos no sean conscientes de su existencia"", ""Incrementa el rendimiento de las operaciones de E/S mediante la gestión de colas""]",0,"El manejador de interrupciones se encarga de ocultar las interrupciones en lo más profundo del sistema operativo, de forma que solo una pequeña parte del sistema sea consciente de su existencia. Cuando ocurre una interrupción, el manejador la atiende y avisa al manejador de dispositivo correspondiente para que elimine el bloqueo del proceso que inició la operación.",dificil
"En la estructura del software de E/S por capas, ¿qué capa es la única que conoce los detalles específicos del hardware de los dispositivos?",6,"[""Manejadores de dispositivo (drivers)"", ""Software independiente de dispositivo""]",0,"Los manejadores de dispositivo o drivers son la única parte del sistema operativo que conoce los detalles específicos del hardware de los dispositivos. Estos manejadores envían órdenes a las controladoras y verifican su ejecución, conociendo los registros de la controladora y su funcionamiento.",dificil
"¿Cuál es la propiedad esencial de un dispositivo de bloques?",6,"[""La posibilidad de leer o escribir en un bloque de forma independiente de los demás"", ""La capacidad de gestionar un flujo continuo de caracteres""]",0,"La propiedad esencial de los dispositivos de bloques es que permiten leer o escribir en un bloque de forma independiente de los demás, teniendo cada bloque su propia dirección. Esto permite acceder directamente a cualquier bloque del dispositivo mediante una operación de búsqueda.",dificil
"¿Qué componente del tiempo de acceso a un disco duro mecánico suele ser el más significativo?",6,"[""El tiempo de búsqueda"", ""El tiempo de transmisión""]",0,"De los tres componentes principales del tiempo de acceso a un disco duro (búsqueda, latencia y transmisión), el tiempo de búsqueda suele ser el que tiene un mayor peso. Esto se debe a que el movimiento mecánico de las cabezas para ubicarse en el cilindro adecuado es generalmente la operación más costosa.",dificil
"En la planificación de disco SCAN, ¿cuál es la cuota máxima del total de movimientos para cualquier colección de solicitudes?",6,"[""El doble del número de cilindros"", ""El número total de solicitudes multiplicado por dos""]",0,"Una propiedad interesante del algoritmo SCAN es que, dada cualquier colección de solicitudes, la cuota máxima del total de movimientos está fijada: es el doble del número de cilindros. Esto proporciona un límite superior al número de movimientos que las cabezas tendrán que realizar.",dificil
"¿Qué tipo de solicitud tiene preferencia en los algoritmos modernos de planificación de disco que tienen en cuenta la caché de la controladora?",6,"[""Una solicitud reciente cercana a la última servida"", ""Una solicitud antigua alejada de la última servida""]",0,"Los algoritmos de planificación de disco modernos que consideran la caché de la controladora suelen preferir atender una solicitud que acaba de llegar pero está próxima a la última solicitud servida, en lugar de una solicitud que lleva tiempo esperando pero está más alejada. Esto aprovecha mejor la caché de la controladora donde suelen estar cargados sectores cercanos al último accedido.",dificil
"¿Cuál es el objetivo principal de la técnica de 'spooling' en los sistemas operativos?",6,"[""Evitar la monopolización de dispositivos de uso exclusivo por parte de un solo proceso"", ""Aumentar la velocidad de transferencia de datos a dispositivos lentos""]",0,"El objetivo principal del spooling es evitar que un proceso monopolice un dispositivo de uso exclusivo (como una impresora). En lugar de permitir que los procesos accedan directamente al dispositivo, estos generan sus datos en un fichero intermedio que luego es procesado por un demonio especializado, único proceso con acceso directo al dispositivo.",dificil
"¿Cuál es la ventaja principal de un disco RAM frente a un disco duro convencional?",6,"[""Proporciona acceso instantáneo a los bloques al no existir latencia ni búsquedas"", ""Tiene mayor capacidad de almacenamiento por el mismo costo""]",0,"La ventaja principal de un disco RAM es que proporciona acceso instantáneo a los bloques al utilizar memoria principal para almacenarlos, eliminando así los tiempos de latencia y búsqueda que son inherentes a los discos duros mecánicos.",dificil
"En un reloj programable, ¿qué ocurre en el modo de onda cuadrada cuando el contador llega a cero?",6,"[""El registro de carga se copia automáticamente en el contador y se repite el proceso"", ""El reloj se detiene hasta que el software lo inicia de nuevo""]",0,"En el modo de onda cuadrada de un reloj programable, cuando el contador llega a cero y provoca una interrupción, el valor del registro de carga se copia automáticamente en el contador y se repite el proceso de forma periódica, generando así interrupciones regulares conocidas como marcas o tics de reloj.",dificil
"¿Qué problema puede presentar el algoritmo de planificación de disco SSF (Shortest Seek First)?",6,"[""Es demasiado 'local', pudiendo dejar sin atender solicitudes antiguas con cilindros alejados"", ""Genera mayor fragmentación en el disco al concentrar las operaciones en ciertos cilindros""]",0,"Un problema del algoritmo SSF es que es demasiado 'local', ya que siempre atiende la solicitud con cilindro más cercano al actual. Esto puede provocar que solicitudes recientes con cilindros próximos sean atendidas enseguida, mientras que otras que llegaron antes, con cilindros más alejados, nunca se atenderán o tendrán tiempos de espera muy largos.",dificil
"¿Cuál de las siguientes es una forma de mantener la hora del día en un sistema operativo?",6,"[""Mantener un contador de marcas desde que se arrancó el sistema y un registro con el instante de arranque"", ""Sincronizar continuamente con un servidor de tiempo externo mediante conexión de red""]",0,"Una forma de mantener la hora del día es mediante un contador de las marcas producidas desde que se arrancó el sistema y un registro con el instante de arranque. Al solicitar la hora actual, se suma al registro de arranque el tiempo transcurrido según el contador de marcas para obtener la hora actual.",dificil
"¿Qué técnica utiliza un sistema operativo para convertir operaciones de E/S asíncronas en síncronas para el usuario?",6,"[""Bloquea el proceso hasta que termine la E/S y se produzca la interrupción"", ""Crea hilos separados para gestionar cada operación de E/S""]",0,"Para convertir operaciones asíncronas en síncronas, el sistema operativo bloquea el proceso que inicia una operación de E/S hasta que esta termine y se produzca la interrupción correspondiente. Cuando llega la interrupción, el manejador libera el bloqueo del proceso para que continúe su ejecución, dando la impresión al usuario de una operación síncrona.",dificil
"¿Qué diferencia principal existe entre un reloj programable y un reloj de tiempo real?",6,"[""El reloj programable genera interrupciones, mientras que el reloj de tiempo real mantiene la hora actual"", ""El reloj programable usa señales de red, mientras que el reloj de tiempo real usa un oscilador de cuarzo""]",0,"La diferencia principal es que el reloj programable genera interrupciones periódicas (o en momentos específicos) y es usado para controlar la ejecución de procesos, mientras que el reloj de tiempo real mantiene la hora actual constantemente y sigue funcionando incluso cuando el computador está apagado gracias a una batería.",dificil
"¿Qué ventaja principal ofrece la planificación C-SCAN frente a la planificación SCAN?",6,"[""Ofrece un tiempo de espera más uniforme para todas las solicitudes"", ""Reduce el número total de movimientos de las cabezas""]",0,"La ventaja principal de C-SCAN frente a SCAN es que ofrece un tiempo de espera más uniforme para todas las solicitudes. Mientras que SCAN puede atender rápidamente solicitudes recientes en un extremo del disco, C-SCAN trata de distribuir mejor la atención, considerando el disco como circular para proporcionar un servicio más equitativo.",dificil
"¿Qué técnica principal permite que varios procesos compartan un mismo dispositivo de E/S de uso exclusivo como una impresora?",6,"[""El sistema de spooling"", ""El uso de manejadores reentrantes""]",0,"La técnica principal para compartir dispositivos de uso exclusivo como impresoras es el sistema de spooling, que crea un proceso especial (demonio) que es el único con acceso directo al dispositivo. Los procesos generan datos en un directorio especial (directorio de spooling) y el demonio los procesa en orden, permitiendo así la compartición sin monopolización.",dificil
"En la estructura de un disco duro, ¿qué son los cilindros?",6,"[""El conjunto de pistas definidas por todas las cabezas cuando están en una misma posición"", ""El eje central donde se montan los platos del disco""]",0,"Un cilindro es el conjunto de pistas definidas por todas las cabezas de lectura/escritura cuando estas se encuentran en una misma posición radial. Dado que todas las cabezas se mueven juntas, un cilindro contiene una pista de cada superficie de disco accesible.",dificil
"¿Qué método puede usar el sistema operativo para contabilizar el uso de CPU por parte de los procesos?",6,"[""Mantener un apuntador al proceso en ejecución e incrementar un contador en su tabla de procesos en cada marca de reloj"", ""Contar el número de operaciones de E/S realizadas por cada proceso""]",0,"Una forma de contabilizar el uso de CPU es mantener como variable global un apuntador a la entrada de la tabla de procesos del proceso en ejecución, e incrementar un campo en dicha entrada cada vez que se produzca una marca de reloj. Aunque esta técnica no es exacta, proporciona una aproximación razonable del tiempo de CPU utilizado.",dificil
"¿Cuál es la función principal de los cronómetros guardianes en el sistema operativo?",6,"[""Realizar tareas de mantenimiento del sistema después de un período de inactividad"", ""Monitorear el tiempo de ejecución de procesos críticos""]",0,"Los cronómetros guardianes son alarmas establecidas por el propio sistema operativo para realizar tareas de mantenimiento después de períodos de inactividad. Por ejemplo, para un DVD, el sistema puede iniciar un cronómetro guardián tras una operación y parar el motor solo si no se realiza ninguna operación durante cierto tiempo, evitando así la sobrecarga de arrancarlo repetidamente.",dificil
"¿Qué característica diferencia a un manejador de reloj de otros manejadores de dispositivo?",6,"[""El reloj no es ni un dispositivo de bloques ni de caracteres, sino que solo produce interrupciones periódicas"", ""El manejador de reloj siempre se ejecuta en modo usuario, mientras que otros manejadores lo hacen en modo núcleo""]",0,"El manejador de reloj difiere de otros manejadores en que el reloj no es ni un dispositivo de bloques ni de caracteres, sino que su función principal es producir interrupciones periódicas. Estas interrupciones son utilizadas por el sistema operativo para mantener la hora, controlar tiempos de ejecución y realizar otras funciones relacionadas con el tiempo.",dificil
"¿Qué ocurre con un proceso que realiza una llamada al sistema de E/S bloqueante en la arquitectura de capas del software de E/S?",6,"[""El proceso se bloquea hasta que termine la E/S y luego continúa en su parte del núcleo"", ""El proceso sigue ejecutándose mientras un hilo secundario maneja la operación de E/S""]",0,"Cuando un proceso realiza una llamada al sistema de E/S bloqueante, el proceso se bloquea en su parte del núcleo cediendo la CPU a otro proceso. Cuando se produce la interrupción que indica el fin de la operación, el manejador de interrupciones avisa al manejador de dispositivo, que elimina el bloqueo permitiendo que el proceso continúe su ejecución en su parte del núcleo.",dificil
"En un disco duro tradicional, ¿qué implica el tiempo de latencia?",6,"[""El tiempo que tarda el disco en girar para que el sector requerido pase bajo la cabeza"", ""El tiempo necesario para que los datos se transfieran desde el disco a la memoria""]",0,"El tiempo de latencia es el tiempo que tarda el disco en girar desde la posición en que se encuentran los datos hasta la posición de la cabeza que los lee o escribe. Es uno de los componentes del tiempo de acceso a disco, junto con el tiempo de búsqueda y el tiempo de transmisión.",dificil
"¿Qué técnica permite simular múltiples alarmas utilizando un único reloj hardware?",6,"[""Mantener una lista ordenada de alarmas y un contador para la siguiente señal"", ""Crear un hilo separado para cada alarma solicitada""]",0,"Para simular múltiples alarmas con un único reloj hardware, el sistema operativo puede mantener una lista ligada de todas las solicitudes pendientes, ordenadas según el tiempo de ocurrencia. Además, se usa un contador 'siguiente señal' que indica cuántas marcas faltan para la próxima alarma en la cabeza de la lista.",dificil
"¿Cuál es el propósito principal de utilizar una interfaz uniforme para todos los manejadores de dispositivo?",6,"[""Permitir que el resto del sistema operativo utilice las mismas funciones para todos los dispositivos"", ""Mejorar el rendimiento de las operaciones de E/S""]",0,"El propósito principal de definir una interfaz uniforme para todos los manejadores es permitir que el resto del sistema operativo pueda invocar funciones genéricas para cualquier dispositivo, independientemente de su tipo. Esto facilita añadir nuevos dispositivos al sistema sin modificar el código existente, ya que solo requiere crear un manejador que se adapte a la interfaz definida.",dificil
"¿Qué ocurre con una página liberada en un sistema con caché de páginas si se necesita nuevamente poco después?",6,"[""Su contenido podría encontrarse todavía en memoria física y recuperarse sin leerla de disco"", ""Debe leerse nuevamente desde el disco pero con prioridad alta""]",0,"En un sistema con caché de páginas, cuando una página se libera, su contenido no se elimina inmediatamente de la memoria física. Si la página se necesita poco después, y su marco no ha sido reutilizado todavía, su contenido puede recuperarse directamente de la memoria sin necesidad de leerla nuevamente desde el disco.",dificil
"¿Qué factor influye significativamente en el patrón de solicitudes que llegan al sistema de planificación de disco?",6,"[""El método de implementación de ficheros usado por el sistema de ficheros"", ""La velocidad de rotación del disco duro""]",0,"El método de implementación de ficheros utilizado por el sistema de ficheros influye significativamente en el patrón de solicitudes que llegan al planificador de disco. Por ejemplo, un sistema que asigna bloques contiguos a los ficheros generará patrones diferentes a uno que utiliza bloques dispersos enlazados o indexados.",dificil
"¿Qué problema principal se evita al usar el bit que indica el sentido del movimiento en el algoritmo SCAN?",6,"[""La excesiva localidad que puede darse en SSF"", ""La fragmentación externa del disco""]",0,"El uso del bit que indica el sentido del movimiento en el algoritmo SCAN evita el problema de la excesiva localidad que puede darse en el algoritmo SSF (Shortest Seek First). Al moverse siempre en un sentido hasta llegar al extremo, SCAN garantiza que todas las solicitudes serán atendidas eventualmente, independientemente de su ubicación en el disco.",dificil
"En relación con la hora del día, ¿qué problema presenta un contador de marcas de 32 bits con una frecuencia de 60 Hz?",6,"[""La imposibilidad de representar fracciones de segundo"", ""El desbordamiento del contador transcurridos aproximadamente 828,5 días""]",1,"Con un contador de 32 bits a 60 Hz, el contador se desbordará después de 2^32 marcas, lo que equivale a aproximadamente 828,5 días o poco más de 2 años y 3 meses. Esto podría obligar a reiniciar el sistema cuando se alcance ese límite si el sistema no está diseñado para manejar el desbordamiento.",dificil
"¿Qué dispositivo NO se adapta bien a la clasificación de dispositivos de bloques o de caracteres?",6,"[""Un dispositivo de red"", ""Un reloj""]",1,"Los relojes no se adaptan bien a la clasificación de dispositivos de bloques o de caracteres, ya que no tienen direcciones de bloques ni aceptan o generan flujos de caracteres; su función principal es producir interrupciones periódicas. Los dispositivos de red, aunque complejos, suelen tratarse como dispositivos de caracteres.",dificil
